Image C=1,I=483
The max ELI is 6288.003418
    218  3.328  18.840  0.2094  0.274
    220  0.287  24.793  0.2433  0.023
    221  0.325   6.531  0.0464  0.071
    222  0.667  16.765  0.0438  0.247
    223  1.157  12.006  0.2140  0.074
    224  1.944   8.719  0.0373  0.610
    226  1.129  25.709  0.2349  0.097
    227  2.150  25.695  0.1940  0.223
    228  2.731  56.972  0.2091  0.391
    230  1.459  16.406  0.3930  0.060
    231  0.766  13.345  0.3074  0.036
    232  1.764  44.770  0.2372  0.197
    234  0.287   7.118  0.2190  0.014
    235  1.982  14.412  0.1689  0.177
    236  1.988  12.792  0.1320  0.214
    237  1.629   0.000  0.0000  0.000
    239  2.149   2.915  0.0000  0.390
    240  0.904  26.340  0.1845  0.100
    241  1.381   0.000  0.0000  0.000
    242  2.029   6.000  0.0000  0.000
Image C=18,I=10
The max ELI is 29951.742188
   Line   grad    leng    kurv    eli
      1  3.067  80.125  0.2991  0.174
      2  1.384  75.844  0.3293  0.070
      3  1.718  81.822  0.3182  0.093
      4  2.262 372.512  0.2287  0.363
      5  0.837   0.000  0.0000  0.000
      6  0.871  32.896  0.2366  0.040
      7  2.647 160.849  0.2311  0.276
      8  3.114 185.680  0.2302  0.350
      9  2.581 562.130  0.1997  0.582
     10  0.292  33.886  0.5506  0.006
     11  0.265  19.083  0.5732  0.004
     12  1.019  70.917  0.3775  0.043
     13  2.475 408.089  0.0950  1.000
     14  0.409  23.492  0.4802  0.008
     15  0.911   8.218  0.1488  0.033
     17  0.651   0.000  0.0000  0.000
     18  2.703  55.654  0.2480  0.155
     19  0.297   0.000  0.0000  0.000
     20  1.000   5.621  0.2165  0.021
     21  0.377   0.000  0.0000  0.000
     22  0.685   6.281  0.0001  0.034
     23  1.082  67.421  0.2530  0.067
     24  1.364   0.000  0.0000  0.000
     25  0.102   0.000  0.0000  0.000
     26  2.693  73.229  0.2870  0.153
     27  1.583  81.956  0.2566  0.106
     28  2.107  93.238  0.2265  0.171
     29  1.025   0.000  0.0000  0.000
     31  0.379   0.000  0.0000  0.000
     32  0.377   5.621  0.0001  0.018
     33  2.877  17.096  0.6204  0.036
     34  1.643   4.117  0.0001  0.067
     35  2.890 103.725  0.2252  0.248
     37  0.475   0.000  0.0000  0.000
     38  0.661   0.000  0.0000  0.000
     39  0.327   0.000  0.0000  0.000
     40  0.169   0.000  0.0000  0.000
     41  2.818   5.828  0.0000  0.136
     42  0.206   0.000  0.0000  0.000
     43  0.296   0.000  0.0000  0.000
     44  0.503   4.508  0.3618  0.006
     45  2.745  12.313  0.7223  0.025
     46  0.276   0.000  0.0000  0.000
Image C=15,I=28
The max ELI is 4795.207031
   Line   grad    leng    kurv    eli
      1  1.000 183.018  0.1397  0.706
      2  0.660  57.548  0.1072  0.340
      3  0.842  79.056  0.0964  0.566
      5  1.021 142.140  0.0887  1.000
      6  0.967  20.420  0.2093  0.152
      7  0.655   2.843  0.0000  0.208
      8  1.746  98.045  0.1877  0.671
      9  1.316  13.281  0.2354  0.148
     10  0.719  62.361  0.3918  0.106
     11  2.739 100.279  0.2268  0.881
     12  0.953  38.201  0.4616  0.093
     13  1.222   6.657  0.1733  0.133
     14  1.523   6.863  0.0926  0.314
     15  2.819  81.685  0.2794  0.665
     16  1.426   2.831  0.0000  0.451
     17  2.408  17.118  0.3787  0.192
     18  0.843  19.580  0.3928  0.069
     19  0.429  14.736  0.0000  0.310
     20  1.172  10.946  0.0537  0.527
     21  1.455   8.893  0.0590  0.536
     22  1.886  78.591  0.1543  0.790
     23  0.493  14.429  0.2217  0.062
     24  0.949  32.623  0.3081  0.128
     25  0.837  15.224  0.1178  0.202
     26  1.483   3.333  0.0000  0.509
     27  0.994   0.000  0.0000  0.000
     28  0.833  20.869  0.0768  0.361
     30  1.093   8.667  0.0388  0.605
     31  0.967   8.000  0.0000  0.000
Image C=39,I=13
The max ELI is 12300.869141
   Line   grad    leng    kurv    eli
      1  3.873 452.845  0.2390  0.453
      2  2.532 186.703  0.2917  0.156
      3  0.511   0.000  0.0000  0.000
      4  6.946 140.626  0.1310  0.825
      5  2.109   5.671  0.0000  0.304
      6  4.302 160.995  0.1341  0.535
      7  0.756   0.000  0.0000  0.000
      8  0.782  38.164  0.4212  0.015
      9  1.045  14.818  0.3725  0.014
     10  6.308 194.709  0.1156  1.000
     11  1.912 124.204  0.3029  0.092
     12  1.311   9.407  0.0854  0.062
     13  3.438 189.934  0.3392  0.183
     14  0.515   5.338  0.0000  0.072
     15  0.807  17.335  0.5094  0.009
     16  0.506   5.662  0.0000  0.073
     17  1.000  14.875  0.2584  0.020
     18  0.440   6.403  0.0217  0.067
     19  2.817   5.795  0.2260  0.039
     21  2.442   7.931  0.2318  0.039
     22  0.566   3.536  0.0000  0.064
     23  0.538   6.953  0.2073  0.009
     24  0.789   0.000  0.0000  0.000
     25  0.834   0.000  0.0000  0.000
     26  0.571   8.821  0.1099  0.020
     27  0.766  56.395  0.5182  0.015
     28  0.946  29.896  0.3385  0.020
     29  0.544   0.000  0.0000  0.000
     30  0.581  13.256  0.2561  0.011
     31  2.769  17.920  0.4551  0.034
     32  0.859  28.529  0.4727  0.013
     34  1.129  22.825  0.5681  0.012
     35  0.461  13.507  0.2063  0.011
     36  0.279  19.095  0.1735  0.009
     37  1.032 126.800  0.2221  0.069
     38  0.639 119.174  0.1981  0.046
     39  0.303   5.667  0.5715  0.002
     40  0.758   0.000  0.0000  0.000
     41  0.748   5.886  0.2904  0.008
     42  0.454   0.000  0.0000  0.000
     45  2.109  64.252  0.1816  0.122
     46  0.380  30.837  0.0929  0.030
     47  0.318   0.000  0.0000  0.000
     48  0.590   2.475  0.0000  0.056
     49  0.506  76.616  0.2429  0.024
     50  0.363  11.511  0.2352  0.007
     52  1.456  39.169  0.2632  0.045
     53  0.344   9.305  0.2127  0.006
     55  0.692  33.282  0.1363  0.038
     56  2.047   0.000  0.0000  0.000
     57  0.350  29.648  0.1525  0.016
     59  0.398   3.333  0.0000  0.044
     60  0.443  12.452  0.1070  0.019
     61  1.082   8.065  0.1292  0.031
     62  0.413   3.606  0.0000  0.047
     63  2.440   0.000  0.0000  0.000
     64  0.726   3.500  0.0000  0.082
     65  5.667   0.000  0.0000  0.000
     66  0.662   2.121  0.0000  0.058
     67  0.717   5.850  0.0564  0.040
     68  2.523  39.392  0.4732  0.044
     69  3.046   6.500  0.0000  0.000
     70  1.719   0.000  0.0000  0.000
     71  1.456   3.536  0.0000  0.166
     72  1.320   4.950  0.0000  0.178
     73  1.367   4.500  0.0000  0.175
     75  2.555  26.139  0.2350  0.073
     76  2.929  12.905  0.2694  0.051
     77  1.735   7.218  0.6327  0.010
     78  4.378   6.813  0.0638  0.235
     79  2.432   3.553  0.0000  0.277
     80  2.073   6.556  0.1565  0.045
     81  0.430   0.000  0.0000  0.000
     82  6.673  10.079  0.3273  0.085
     83  3.864   6.500  0.1638  0.079
     84  1.350   7.540  0.1251  0.039
     85  1.097   4.216  0.0000  0.136
     87  2.057   0.000  0.0000  0.000
     88  0.416   4.272  0.0000  0.052
     89  2.836   0.000  0.0000  0.000
Image C=65,I=428
The max ELI is 8457.644531
   Line   grad    leng    kurv    eli
      1  1.402  85.164  0.1833  0.589
      2  1.313  72.642  0.2487  0.376
      3  0.778  65.395  0.3304  0.159
      4  0.464  11.226  0.1450  0.089
      5  1.290  97.400  0.3532  0.301
      6  1.881  46.491  0.3334  0.321
      7  1.952  63.547  0.3174  0.409
     10  1.629 185.742  0.2081  0.890
     11  0.717   8.281  0.4979  0.035
     12  0.596   4.205  0.0000  0.136
     13  1.164 163.044  0.2169  0.572
     14  1.906 133.934  0.2271  0.810
     15  0.811   6.038  0.0748  0.222
     16  1.796 233.017  0.2288  1.000
     17  0.521  23.581  0.2734  0.077
     18  1.903  58.943  0.2957  0.412
     20  0.692  45.993  0.3093  0.127
     21  1.000  31.082  0.5026  0.093
     22  0.976  36.455  0.3952  0.124
     23  0.995  28.652  0.2918  0.152
     24  0.806  21.069  0.2489  0.124
     27  0.792  24.158  0.4267  0.076
     28  1.251   4.344  0.3652  0.060
     29  0.526  11.097  0.5449  0.027
     30  0.579   8.145  0.0000  0.184
     32  0.407  29.509  0.1928  0.096
     33  1.489  26.558  0.4905  0.131
     34  2.699   6.727  0.1054  0.554
     35  1.583  59.302  0.1618  0.629
     36  0.593   8.186  0.2971  0.048
     37  0.564   8.658  0.1472  0.094
     38  1.336  59.332  0.2854  0.301
     39  0.983   6.621  0.1395  0.151
     40  1.623  13.076  0.2295  0.213
     41  0.887   0.000  0.0000  0.000
     42  1.213   4.534  0.0000  0.288
Image C=37,I=272
The max ELI is 2658.014160
   Line   grad    leng    kurv    eli
      1  0.922  60.278  0.1826  0.293
      2  0.783  56.525  0.2943  0.149
      3  1.011 119.072  0.2331  0.353
      4  1.154  91.918  0.3328  0.248
      5  1.488  56.901  0.2651  0.316
      6  0.994   3.000  0.0000  0.186
      7  1.101  12.247  0.1899  0.152
      8  0.994  15.039  0.3664  0.079
      9  0.973  47.537  0.2443  0.205
     10  2.296  39.693  0.4455  0.242
     11  1.484  58.195  0.3374  0.251
     12  1.000  40.316  0.1621  0.292
     13  1.562  57.923  0.3435  0.258
     14  2.485  28.951  0.4270  0.234
     15  1.110  16.131  0.5337  0.062
     16  1.277   0.000  0.0000  0.000
     17  0.892  43.115  0.2911  0.150
     18  1.052 121.364  0.2028  0.427
     19  0.771  21.732  0.1626  0.165
     20  0.902  53.610  0.1956  0.252
     21  1.228  48.109  0.3360  0.189
     22  1.091  43.402  0.3632  0.148
     23  0.680  42.591  0.1674  0.198
     24  0.737  13.703  0.1267  0.161
     25  1.026  71.643  0.3146  0.206
     26  1.514  30.331  0.2097  0.297
     27  0.950  49.220  0.2088  0.238
     28  0.603   3.000  0.0000  0.113
     29  2.110 155.755  0.2230  0.882
     30  1.017   8.340  0.3504  0.063
     31  1.403  95.036  0.3080  0.332
     32  0.795  21.611  0.0958  0.288
     33  0.984  78.069  0.2631  0.247
     34  0.668   0.000  0.0000  0.000
     35  2.123  21.721  0.2675  0.276
     36  0.865   6.123  0.0982  0.163
     37  1.253  20.521  0.2237  0.189
     38  0.823   8.582  0.1199  0.150
     39  0.997  19.402  0.2072  0.158
     40  0.897  25.664  0.4350  0.078
     41  0.716  10.354  0.1732  0.099
     42  1.072  15.111  0.1703  0.183
     44  0.976  36.863  0.2300  0.192
     45  0.690  35.291  0.3567  0.086
     46  1.155  24.375  0.1833  0.232
     47  0.903  12.162  0.3690  0.064
     48  2.016   4.472  0.0000  0.461
     49  0.661   0.000  0.0000  0.000
     50  0.657  25.892  0.3013  0.083
     51  0.421   2.550  0.0000  0.073
     52  0.806   6.500  0.0000  0.000
     53  1.002   0.000  0.0000  0.000
     54  0.939  11.226  0.2468  0.095
     55  0.396   0.000  0.0000  0.000
     56  1.478  26.766  0.3175  0.180
     57  0.836   4.472  0.0000  0.191
     58  1.119  31.651  0.2925  0.161
     60  1.248  10.607  0.4520  0.067
     61  1.163  84.833  0.3962  0.202
     62  0.406   3.041  0.0000  0.077
     63  0.854  58.839  0.2529  0.193
     64  0.808  33.300  0.3846  0.091
     65  2.248   6.736  0.1214  0.359
     66  2.559   9.623  0.3440  0.172
     67  0.707  43.332  0.3218  0.108
     68  0.941  50.603  0.1817  0.275
     69  0.949  13.303  0.2519  0.103
     70  0.863  51.476  0.4441  0.104
     71  0.532  22.416  0.2748  0.068
     72  1.270   4.000  0.0000  0.000
     73  0.910  19.653  0.0747  0.403
     74  0.615   6.982  0.0973  0.125
     75  1.205  15.415  0.1862  0.190
     76  1.338  40.549  0.4270  0.149
     77  0.842  11.126  0.6407  0.033
     78  1.220  30.819  0.3173  0.159
     79  0.761  16.687  0.3145  0.074
     80  2.350  62.085  0.1382  1.000
     83  0.701  18.305  0.3742  0.060
     84  0.651   2.907  0.0000  0.120
     85  1.081  63.510  0.1486  0.433
     86  0.658   3.046  0.0000  0.124
     88  0.335   3.010  0.0000  0.063
     90  1.792  10.201  0.0690  0.619
     91  0.979  29.361  0.1882  0.211
     92  1.028  12.586  0.4322  0.063
     93  1.186  31.349  0.2668  0.186
     94  1.144   4.400  0.0000  0.260
     97  0.983   5.834  0.0000  0.257
     98  1.494   7.193  0.0000  0.433
     99  1.372  11.565  0.0001  0.505
    100  1.100  11.420  0.1830  0.152
    101  0.592   0.000  0.0000  0.000
    102  0.896   7.879  0.1734  0.108
    104  1.347   8.687  0.0719  0.412
    105  1.926  15.710  0.1577  0.361
    107  1.010   7.739  0.1557  0.135
    108  1.901  16.183  0.1247  0.458
    109  5.685   0.000  0.0000  0.000
    110  4.081   4.031  0.0000  0.887
Image C=30,I=4
The max ELI is 12751.997070
   Line   grad    leng    kurv    eli
      1  2.353 219.000  0.1653  0.638
      2  1.559 159.157  0.3562  0.167
      3  1.763  27.035  0.2983  0.093
      4  1.576  22.488  0.3225  0.070
      6  1.572  81.503  0.3233  0.133
      7  1.172  25.085  0.3149  0.056
      9  1.617  14.281  0.2432  0.076
     10  1.417  30.378  0.4204  0.056
     11  0.984   9.847  0.2827  0.033
     12  0.606  15.244  0.3920  0.018
     13  1.150   9.692  0.1171  0.093
     14  0.833  15.699  0.1721  0.058
     15  1.423 167.192  0.2377  0.234
     16  1.180  60.558  0.2317  0.120
     19  0.921   4.346  0.0000  0.211
     20  0.702   3.536  0.0000  0.145
     21  1.268  37.853  0.1481  0.159
     22  0.955   9.091  0.2089  0.042
     23  0.764  44.140  0.2895  0.053
     24  1.255  86.129  0.2193  0.161
     26  1.309  53.679  0.2131  0.136
     27  1.632   6.047  0.0000  0.441
     29  0.512   2.585  0.0000  0.090
     30  0.689  10.824  0.0782  0.088
     31  0.846   4.301  0.0000  0.193
     32  1.643  26.155  0.2995  0.085
     33  0.785   6.249  0.0949  0.063
     34  0.935  40.673  0.3946  0.046
     35  2.015  91.883  0.1669  0.350
     37  1.748  17.356  0.1140  0.193
     38  1.040  12.760  0.1975  0.057
     39  0.788  46.174  0.2881  0.056
     40  0.663   7.016  0.1869  0.028
     41  0.373  12.231  0.1243  0.032
     42  1.609  86.710  0.1781  0.255
     43  1.105   6.816  0.1745  0.050
     44  0.841  12.132  0.4355  0.020
     45  0.760   0.000  0.0000  0.000
     46  1.070  11.171  0.1094  0.099
     47  1.063  76.010  0.1970  0.142
     48  1.864 182.968  0.2400  0.318
     50  1.447  39.249  0.2067  0.133
     51  0.574  46.456  0.3589  0.033
     52  1.048   4.000  0.0000  0.230
     53  0.993  71.670  0.2778  0.092
     54  1.472  42.645  0.2499  0.117
     55  1.304  20.629  0.3504  0.051
     57  1.221 159.572  0.2803  0.167
     58  1.243  15.838  0.3858  0.039
     60  0.272   0.000  0.0000  0.000
     61  0.688  50.028  0.2936  0.050
     62  0.990   4.000  0.0000  0.000
     63  1.004  13.491  0.2076  0.054
     64  1.963 174.487  0.2096  0.375
     65  0.584  17.552  0.0986  0.075
     66  0.586   3.162  0.0000  0.114
     67  0.771  50.195  0.3452  0.048
     68  0.000   6.467  0.1979  0.000
     69  0.711  34.716  0.2363  0.054
     70  0.280   1.953  0.0000  0.043
     71  1.197  44.584  0.1787  0.135
     72  1.247   4.216  0.0000  0.281
     73  0.000   0.000  0.0000  0.000
     74  1.291  83.737  0.2463  0.145
     75  0.881  46.880  0.1855  0.098
     76  1.290   7.221  0.3384  0.031
     77  0.473   5.416  0.1905  0.017
     78  0.639   4.252  0.0000  0.145
     79  0.534  32.902  0.1858  0.050
     80  0.667  11.046  0.1735  0.039
     82  0.733  17.749  0.4913  0.019
     84  1.194   2.693  0.0000  0.215
     85  1.326  14.006  0.1756  0.086
     86  1.581  16.401  0.2180  0.089
     87  0.626  15.972  0.3681  0.021
     88  0.576  13.388  0.3067  0.021
     89  1.330   6.368  0.2249  0.045
     90  1.221   8.321  0.0868  0.123
     91  0.680  17.215  0.2637  0.032
     92  0.802   3.606  0.0000  0.167
     93  1.731  60.670  0.2295  0.178
     94  0.000   6.912  0.1382  0.000
     95  0.503  20.343  0.3286  0.021
     97  0.423   7.100  0.3325  0.010
     98  0.875   5.095  0.1460  0.041
    100  1.094 130.330  0.2609  0.145
    101  0.574   4.712  0.1586  0.024
    102  1.671   2.236  0.0000  0.275
    103  0.938   9.131  0.0859  0.100
    104  1.514  14.201  0.1730  0.100
    105  1.148  37.932  0.2627  0.081
    106  1.006  58.746  0.2920  0.080
    107  0.752   3.736  0.7375  0.006
    108  0.693  66.902  0.4160  0.041
    109  0.711  33.104  0.2446  0.051
    111  0.137   2.717  0.0000  0.025
    113  0.859   3.171  0.0000  0.168
    114  0.000   0.000  0.0000  0.000
    115  0.703  13.081  0.2685  0.029
    116  1.655 222.317  0.3051  0.245
    120  1.228  42.292  0.4373  0.055
    122  0.000   7.176  0.1249  0.000
    123  1.397  70.988  0.3343  0.107
    124  1.293  49.644  0.2933  0.094
    125  0.496   8.589  0.2241  0.020
    126  1.210  10.181  0.2299  0.051
    127  1.245  17.453  0.4637  0.034
    128  1.191   8.562  0.3210  0.033
    129  1.445  11.226  0.2341  0.063
    130  0.444   5.968  0.0499  0.066
    131  0.733   0.000  0.0000  0.000
    132  0.868   0.000  0.0000  0.000
    133  1.000   7.477  0.0001  0.301
    135  0.720  36.181  0.2319  0.057
    136  0.524  13.498  0.1514  0.038
    137  1.495  34.119  0.3477  0.076
    138  1.400  20.107  0.2794  0.068
    139  1.633  18.191  0.1727  0.122
    140  1.499  20.628  0.3957  0.052
    141  1.449  17.989  0.2699  0.069
    142  0.000   0.000  0.0000  0.000
    144  1.036   6.122  0.0486  0.160
    145  0.772   3.283  0.0000  0.154
    146  1.624  80.188  0.2317  0.190
    147  0.534   6.135  0.3164  0.013
    148  1.262   0.000  0.0000  0.000
    149  0.590   2.151  0.0000  0.095
    150  0.330   0.000  0.0000  0.000
    152  1.007  18.112  0.4710  0.028
    153  0.959   0.000  0.0000  0.000
    154  0.936   7.472  0.0654  0.118
    156  0.543   6.193  0.0000  0.148
    157  0.774  26.703  0.1150  0.105
    158  1.832   6.903  0.0950  0.153
    159  1.017   7.713  0.1094  0.078
    161  0.604   7.233  0.1227  0.040
    162  1.280  26.003  0.3125  0.063
    164  1.737   9.038  0.1733  0.091
    165  0.718   2.500  0.0000  0.125
    166  0.423   5.860  0.0405  0.077
    167  1.865  95.175  0.2853  0.193
    168  1.206  57.954  0.2297  0.121
    169  0.776   6.270  0.2694  0.022
    171  1.135  22.946  0.1717  0.096
    172  1.145 112.133  0.2154  0.170
    173  0.746   5.744  0.0000  0.197
    174  1.128   3.260  0.0000  0.224
    175  0.866   3.536  0.0000  0.179
    176  0.356   3.162  0.0000  0.070
    177  1.640  14.943  0.2395  0.080
    178  1.641  20.061  0.3205  0.069
    179  0.837   2.500  0.0000  0.146
    180  0.494   6.623  0.0000  0.140
    181  0.000   0.000  0.0000  0.000
    182  0.707  23.251  0.1589  0.065
    183  1.281   9.460  0.2297  0.052
    184  0.244   7.300  0.1210  0.017
    185  0.966   6.311  0.0001  0.267
    187  0.666   7.014  0.1638  0.033
    188  0.619  10.453  0.5296  0.011
    189  0.417  28.854  0.3193  0.021
    190  1.947   7.707  0.0494  0.332
    191  1.839   6.694  0.1896  0.076
    192  0.653  43.504  0.2609  0.050
    193  0.519  32.126  0.2495  0.036
    194  1.236   0.000  0.0000  0.000
    195  0.484  28.604  0.3093  0.025
    196  0.673  22.942  0.5440  0.018
    197  0.969  29.134  0.0811  0.195
    198  1.755  16.639  0.5904  0.037
    199  0.970  10.617  0.2722  0.035
    202  1.232  23.295  0.1675  0.107
    203  1.039  24.303  0.2127  0.073
    204  1.528  24.363  0.2312  0.099
    205  1.417   6.490  0.2088  0.052
    206  1.181  12.500  0.0000  0.000
    207  2.299  15.662  0.0000  1.000
    208  1.786  12.335  0.0275  0.690
    210  1.024   0.000  0.0000  0.000
    211  1.392  19.589  0.6450  0.029
    213  1.452  10.629  0.3315  0.043
Image C=31,I=67
The max ELI is 13381.208984
   Line   grad    leng    kurv    eli
      1  1.673  74.707  0.1998  0.270
      2  0.631   7.693  0.3756  0.017
      3  1.176  73.929  0.2168  0.174
      4  0.777  42.351  0.4017  0.047
      5  0.862   5.232  0.2245  0.033
      6  1.068  40.236  0.4459  0.057
      7  0.808   8.617  0.0432  0.205
      8  0.864  24.407  0.3300  0.048
      9  1.442  85.144  0.2751  0.181
     10  0.888  16.644  0.6118  0.022
     11  0.667  10.923  0.4738  0.017
     12  0.661   9.768  0.2099  0.037
     13  1.059   4.123  0.0000  0.186
     14  0.637   5.236  0.1951  0.028
     15  2.529  99.322  0.2975  0.317
     18  0.612   7.640  0.1695  0.037
     19  1.143   9.054  0.1722  0.075
     22  1.362  76.355  0.4010  0.111
     23  1.000   6.503  0.1803  0.053
     24  2.784 402.789  0.2088  1.000
     25  1.559  21.136  0.3322  0.081
     27  0.565   0.000  0.0000  0.000
     28  0.720   7.548  0.1227  0.060
     29  1.380   0.000  0.0000  0.000
     30  1.895   0.000  0.0000  0.000
     31  0.747   0.000  0.0000  0.000
     32  0.459   3.306  0.0000  0.072
     33  2.282  23.729  0.1505  0.276
     34  1.183  12.974  0.2596  0.061
     35  1.685   4.774  0.1587  0.087
     38  1.079  42.622  0.4159  0.063
     39  0.762   0.000  0.0000  0.000
     40  0.898   8.266  0.0583  0.165
     41  1.361  14.038  0.6696  0.028
     42  1.484   9.195  0.0040  0.389
     43  0.734   0.000  0.0000  0.000
     44  0.385   0.000  0.0000  0.000
     45  1.279   2.267  0.0000  0.166
     46  0.944   3.500  0.0000  0.000
     47  0.824   3.500  0.0000  0.133
     48  0.769   0.000  0.0000  0.000
     49  1.800   8.000  0.0634  0.300
     50  0.900   0.000  0.0000  0.000
     51  1.656   5.500  0.0000  0.000
Image C=79,I=48
The max ELI is 7728.867676
   Line   grad    leng    kurv    eli
      1  2.633  22.384  0.5957  0.061
      2  2.277 304.674  0.1330  0.868
      3  1.871 249.587  0.1769  0.485
      4  0.725  12.274  0.2787  0.026
      5  2.349 229.088  0.1563  0.660
      6  3.640 157.139  0.1325  1.000
      7  1.509  44.028  0.1798  0.162
      8  1.035  19.819  0.4628  0.029
      9  1.000   9.298  0.1909  0.046
     10  0.488   8.893  0.1388  0.030
     11  0.591   2.828  0.0000  0.054
     13  2.135  10.123  0.0944  0.209
     14  0.389   0.000  0.0000  0.000
     15  0.873   3.236  0.0000  0.086
     16  1.016 116.095  0.2727  0.117
     17  0.491  38.101  0.3329  0.026
     19  0.699  29.484  0.1865  0.059
     20  0.514  16.267  0.0863  0.070
     21  2.341   3.606  0.0000  0.242
     22  1.092  10.547  0.3598  0.029
     23  0.659   3.953  0.0000  0.071
     24  0.733  13.256  0.1566  0.049
     26  0.696   7.208  0.0583  0.093
     28  3.326  30.853  0.1839  0.292
     29  1.136 116.752  0.2030  0.176
     30  0.666  26.502  0.4039  0.025
     31  1.370  61.919  0.0776  0.403
     32  1.911 114.555  0.2226  0.267
     33  2.555  17.112  0.1523  0.201
     34  2.316  10.202  0.7552  0.028
     35  0.594  18.984  0.2461  0.031
     36  0.622  19.911  0.1582  0.051
     37  3.467  24.711  0.1230  0.407
     40  1.453   7.123  0.0580  0.194
     41  2.586  11.634  0.4583  0.056
     42  0.885  57.131  0.1726  0.112
     43  0.490   0.000  0.0000  0.000
     44  0.673  41.356  0.1520  0.083
     45  2.849   4.414  0.1543  0.113
     48  0.542  47.889  0.2075  0.052
     49  1.383  44.642  0.1650  0.163
     50  2.143   9.884  0.1577  0.124
     51  2.025   0.000  0.0000  0.000
     52  0.806   0.000  0.0000  0.000
     55  1.604  10.643  0.0884  0.172
     56  0.461   6.336  0.1840  0.018
     57  0.525   1.000  0.0000  0.029
     58  0.948   4.000  0.0000  0.000
     60  0.690  49.255  0.1750  0.080
     62  0.516  49.953  0.1677  0.063
     63  0.582  45.825  0.5111  0.022
     65  0.687   3.536  0.0000  0.070
     67  0.383  10.369  0.2380  0.015
     68  0.396  40.826  0.3515  0.021
     69  1.162   0.000  0.0000  0.000
     70  0.000   6.715  0.1461  0.000
     71  1.440 109.719  0.2465  0.178
     72  0.456  28.042  0.2478  0.028
     73  1.336   2.603  0.0000  0.118
     74  0.924  11.237  0.2571  0.035
     75  0.536   7.863  0.3071  0.014
     76  0.488   0.000  0.0000  0.000
     77  0.464  16.468  0.1918  0.029
     78  1.048  93.638  0.2536  0.116
     79  0.608  14.849  0.1803  0.038
     80  0.602  21.060  0.0911  0.088
     81  0.257   4.604  0.0000  0.030
     83  0.566  62.647  0.1886  0.069
     84  0.511   2.121  0.0000  0.041
     85  0.347  17.312  0.6053  0.007
     86  0.632  10.438  0.1972  0.030
     89  0.549  25.342  0.3395  0.024
     90  0.359  24.811  0.3005  0.017
     91  0.621  36.819  0.0914  0.120
     92  0.542  22.320  0.3276  0.023
     93  0.552  25.234  0.3370  0.024
     94  0.565   6.227  0.3970  0.010
     95  0.614  18.845  0.3491  0.022
     96  1.305  14.874  0.3477  0.042
     97  0.505  21.001  0.2319  0.029
     98  1.015  13.511  0.2665  0.041
     99  1.003  19.081  0.1773  0.072
    100  0.404  23.496  0.1205  0.047
    101  0.211   3.453  0.0000  0.021
    102  0.314   6.972  0.1038  0.023
    104  1.933  13.193  0.2403  0.085
    105  0.419   3.202  0.0000  0.041
    107  0.358   6.130  0.3970  0.006
    109  0.730  19.358  0.2573  0.036
    110  1.624  79.971  0.2625  0.161
    111  0.971   2.672  0.0000  0.087
    112  3.130  77.143  0.2695  0.296
    113  2.286  10.429  0.2390  0.090
    114  1.052   2.749  0.0000  0.095
    116  2.425  18.663  0.1481  0.205
    117  0.181   0.000  0.0000  0.000
    118  0.687  16.056  0.4193  0.019
    119  1.392  29.386  0.2014  0.109
    120  1.004  30.961  0.4021  0.040
    121  1.978   9.500  0.0969  0.000
    122  1.649  26.721  0.1538  0.161
    123  3.162   6.848  0.0578  0.416
    125  2.618   3.000  0.0000  0.247
    126  0.608   7.543  0.3855  0.013
    128  3.204  31.663  0.2003  0.261
    129  1.327   0.000  0.0000  0.000
    130  2.607 262.222  0.1279  0.959
    132  1.167  26.555  0.2496  0.070
    133  2.237  12.761  0.0905  0.256
    134  2.043  12.899  0.1851  0.115
    135  1.759   2.693  0.0000  0.157
    136  1.679  20.477  0.3025  0.073
    137  2.507  32.946  0.2225  0.188
    138  0.772   0.000  0.0000  0.000
    139  2.814  25.317  0.2248  0.183
    141  2.725  13.851  0.2051  0.144
    143  1.433  14.330  0.3455  0.046
    144  3.199   9.562  0.1240  0.232
    145  0.544   5.849  0.0533  0.072
    146  0.708   3.606  0.0000  0.073
    148  0.837   0.000  0.0000  0.000
    149  0.776   3.432  0.0000  0.078
    151  1.329   7.268  0.2355  0.044
    152  4.639  22.791  0.1058  0.608
    153  1.957  17.354  0.1638  0.145
    154  1.649   0.000  0.0000  0.000
    155  1.415   0.000  0.0000  0.000
    157  0.873  11.809  0.8267  0.011
    158  1.778   3.000  0.0000  0.168
    159  2.030   3.000  0.0000  0.192
Image C=1,I=777
The max ELI is 8293.481445
   Line   grad    leng    kurv    eli
      1  0.964  86.089  0.1641  0.183
      3  1.950 346.173  0.1218  1.000
      4  0.717  19.080  0.2088  0.050
      5  2.208 284.728  0.2414  0.518
      6  0.996  72.047  0.2753  0.103
      7  1.825   8.944  0.2543  0.072
      8  0.593 114.875  0.1059  0.202
      9  0.352   6.969  0.0782  0.040
     10  0.575  24.456  0.1503  0.063
     11  1.226   2.693  0.0000  0.086
     12  0.755   0.000  0.0000  0.000
     13  1.610  12.413  0.6421  0.030
     14  0.841   3.000  0.0000  0.063
     15  0.944  22.763  0.2002  0.076
     16  2.306 161.751  0.1194  0.825
     17  2.268   8.500  0.0000  0.000
     18  1.211  39.309  0.1836  0.139
